Thu Nov 20 02:59:46 UTC 2025 - {"code":"0000","msg":"操作成功","data":{"sum":2138,"successNum":2138,"sucessRate":"1.00","money":7838000,"total":"30000000.00","used":"7836000.00","balance":"22164000.00","successPay":"0","taxInclusiveSum":"529463814.00","noTaxInclusiveSum":"468551966.00","subSumList":[{"sum":210,"successNum":210,"sucessRate":null,"subsidiesLevel":"1000","money":210000,"noTaxInclusiveSumSub":"17268157.00","balance":0},{"sum":444,"successNum":444,"sucessRate":null,"subsidiesLevel":"2000","money":888000,"noTaxInclusiveSumSub":"63020437.00","balance":0},{"sum":1082,"successNum":1082,"sucessRate":null,"subsidiesLevel":"4000","money":4328000,"noTaxInclusiveSumSub":"246431768.00","balance":0},{"sum":402,"successNum":402,"sucessRate":null,"subsidiesLevel":"6000","money":2412000,"noTaxInclusiveSumSub":"141831604.00","balance":0}]}}
Thu Nov 20 03:56:10 UTC 2025 - {"code":"0000","msg":"操作成功","data":{"sum":2163,"successNum":2163,"sucessRate":"1.00","money":7938000,"total":"30000000.00","used":"7936000.00","balance":"22064000.00","successPay":"0","taxInclusiveSum":"535824724.00","noTaxInclusiveSum":"474181091.00","subSumList":[{"sum":210,"successNum":210,"sucessRate":null,"subsidiesLevel":"1000","money":210000,"noTaxInclusiveSumSub":"17268157.00","balance":0},{"sum":447,"successNum":447,"sucessRate":null,"subsidiesLevel":"2000","money":894000,"noTaxInclusiveSumSub":"63416971.00","balance":0},{"sum":1101,"successNum":1101,"sucessRate":null,"subsidiesLevel":"4000","money":4404000,"noTaxInclusiveSumSub":"250715332.00","balance":0},{"sum":405,"successNum":405,"sucessRate":null,"subsidiesLevel":"6000","money":2430000,"noTaxInclusiveSumSub":"142780631.00","balance":0}]}}
Thu Nov 20 04:31:34 UTC 2025 - {"code":"0000","msg":"操作成功","data":{"sum":2178,"successNum":2178,"sucessRate":"1.00","money":8000000,"total":"30000000.00","used":"7998000.00","balance":"22002000.00","successPay":"0","taxInclusiveSum":"539871024.00","noTaxInclusiveSum":"477761886.00","subSumList":[{"sum":210,"successNum":210,"sucessRate":null,"subsidiesLevel":"1000","money":210000,"noTaxInclusiveSumSub":"17268157.00","balance":0},{"sum":448,"successNum":448,"sucessRate":null,"subsidiesLevel":"2000","money":896000,"noTaxInclusiveSumSub":"63607059.00","balance":0},{"sum":1113,"successNum":1113,"sucessRate":null,"subsidiesLevel":"4000","money":4452000,"noTaxInclusiveSumSub":"253505774.00","balance":0},{"sum":407,"successNum":407,"sucessRate":null,"subsidiesLevel":"6000","money":2442000,"noTaxInclusiveSumSub":"143380896.00","balance":0}]}}
Thu Nov 20 05:27:02 UTC 2025 - {"code":"0000","msg":"操作成功","data":{"sum":2196,"successNum":2196,"sucessRate":"1.00","money":8070000,"total":"30000000.00","used":"8068000.00","balance":"21932000.00","successPay":"0","taxInclusiveSum":"544651124.00","noTaxInclusiveSum":"481992064.00","subSumList":[{"sum":212,"successNum":212,"sucessRate":null,"subsidiesLevel":"1000","money":212000,"noTaxInclusiveSumSub":"17447449.00","balance":0},{"sum":451,"successNum":451,"sucessRate":null,"subsidiesLevel":"2000","money":902000,"noTaxInclusiveSumSub":"64037767.00","balance":0},{"sum":1121,"successNum":1121,"sucessRate":null,"subsidiesLevel":"4000","money":4484000,"noTaxInclusiveSumSub":"255354094.00","balance":0},{"sum":412,"successNum":412,"sucessRate":null,"subsidiesLevel":"6000","money":2472000,"noTaxInclusiveSumSub":"145152754.00","balance":0}]}}
Thu Nov 20 05:45:02 UTC 2025 - {"code":"0000","msg":"操作成功","data":{"sum":2201,"successNum":2201,"sucessRate":"1.00","money":8092000,"total":"30000000.00","used":"8090000.00","balance":"21910000.00","successPay":"0","taxInclusiveSum":"546295324.00","noTaxInclusiveSum":"483447109.00","subSumList":[{"sum":212,"successNum":212,"sucessRate":null,"subsidiesLevel":"1000","money":212000,"noTaxInclusiveSumSub":"17447449.00","balance":0},{"sum":452,"successNum":452,"sucessRate":null,"subsidiesLevel":"2000","money":904000,"noTaxInclusiveSumSub":"64143077.00","balance":0},{"sum":1123,"successNum":1123,"sucessRate":null,"subsidiesLevel":"4000","money":4492000,"noTaxInclusiveSumSub":"255928962.00","balance":0},{"sum":414,"successNum":414,"sucessRate":null,"subsidiesLevel":"6000","money":2484000,"noTaxInclusiveSumSub":"145927621.00","balance":0}]}}
Thu Nov 20 06:38:24 UTC 2025 - {"code":"0000","msg":"操作成功","data":{"sum":2228,"successNum":2228,"sucessRate":"1.00","money":8188000,"total":"30000000.00","used":"8186000.00","balance":"21814000.00","successPay":"0","taxInclusiveSum":"552634432.00","noTaxInclusiveSum":"489056939.00","subSumList":[{"sum":216,"successNum":216,"sucessRate":null,"subsidiesLevel":"1000","money":216000,"noTaxInclusiveSumSub":"17712228.00","balance":0},{"sum":455,"successNum":455,"sucessRate":null,"subsidiesLevel":"2000","money":910000,"noTaxInclusiveSumSub":"64581661.00","balance":0},{"sum":1140,"successNum":1140,"sucessRate":null,"subsidiesLevel":"4000","money":4560000,"noTaxInclusiveSumSub":"259863217.00","balance":0},{"sum":417,"successNum":417,"sucessRate":null,"subsidiesLevel":"6000","money":2502000,"noTaxInclusiveSumSub":"146899833.00","balance":0}]}}
Thu Nov 20 07:26:03 UTC 2025 - {"code":"0000","msg":"操作成功","data":{"sum":2254,"successNum":2254,"sucessRate":"1.00","money":8294000,"total":"30000000.00","used":"8292000.00","balance":"21708000.00","successPay":"0","taxInclusiveSum":"559222756.00","noTaxInclusiveSum":"494887312.00","subSumList":[{"sum":218,"successNum":218,"sucessRate":null,"subsidiesLevel":"1000","money":218000,"noTaxInclusiveSumSub":"17840458.00","balance":0},{"sum":456,"successNum":456,"sucessRate":null,"subsidiesLevel":"2000","money":912000,"noTaxInclusiveSumSub":"64696528.00","balance":0},{"sum":1158,"successNum":1158,"sucessRate":null,"subsidiesLevel":"4000","money":4632000,"noTaxInclusiveSumSub":"263921820.00","balance":0},{"sum":422,"successNum":422,"sucessRate":null,"subsidiesLevel":"6000","money":2532000,"noTaxInclusiveSumSub":"148428506.00","balance":0}]}}
Thu Nov 20 07:42:18 UTC 2025 - {"code":"0000","msg":"操作成功","data":{"sum":2264,"successNum":2264,"sucessRate":"1.00","money":8327000,"total":"30000000.00","used":"8325000.00","balance":"21675000.00","successPay":"0","taxInclusiveSum":"561404556.00","noTaxInclusiveSum":"496818110.00","subSumList":[{"sum":219,"successNum":219,"sucessRate":null,"subsidiesLevel":"1000","money":219000,"noTaxInclusiveSumSub":"17928777.00","balance":0},{"sum":459,"successNum":459,"sucessRate":null,"subsidiesLevel":"2000","money":918000,"noTaxInclusiveSumSub":"65111927.00","balance":0},{"sum":1163,"successNum":1163,"sucessRate":null,"subsidiesLevel":"4000","money":4652000,"noTaxInclusiveSumSub":"265039342.00","balance":0},{"sum":423,"successNum":423,"sucessRate":null,"subsidiesLevel":"6000","money":2538000,"noTaxInclusiveSumSub":"148738064.00","balance":0}]}}
Thu Nov 20 08:36:28 UTC 2025 - {"code":"0000","msg":"操作成功","data":{"sum":2312,"successNum":2312,"sucessRate":"1.00","money":8527000,"total":"30000000.00","used":"8525000.00","balance":"21475000.00","successPay":"0","taxInclusiveSum":"575055748.00","noTaxInclusiveSum":"508898812.00","subSumList":[{"sum":221,"successNum":221,"sucessRate":null,"subsidiesLevel":"1000","money":221000,"noTaxInclusiveSumSub":"18085680.00","balance":0},{"sum":463,"successNum":463,"sucessRate":null,"subsidiesLevel":"2000","money":926000,"noTaxInclusiveSumSub":"65616883.00","balance":0},{"sum":1194,"successNum":1194,"sucessRate":null,"subsidiesLevel":"4000","money":4776000,"noTaxInclusiveSumSub":"272319339.00","balance":0},{"sum":434,"successNum":434,"sucessRate":null,"subsidiesLevel":"6000","money":2604000,"noTaxInclusiveSumSub":"152876910.00","balance":0}]}}
Thu Nov 20 09:28:22 UTC 2025 - {"code":"0000","msg":"操作成功","data":{"sum":2343,"successNum":2343,"sucessRate":"1.00","money":8643000,"total":"30000000.00","used":"8641000.00","balance":"21359000.00","successPay":"0","taxInclusiveSum":"582898716.00","noTaxInclusiveSum":"515839492.00","subSumList":[{"sum":221,"successNum":221,"sucessRate":null,"subsidiesLevel":"1000","money":221000,"noTaxInclusiveSumSub":"18085680.00","balance":0},{"sum":470,"successNum":470,"sucessRate":null,"subsidiesLevel":"2000","money":940000,"noTaxInclusiveSumSub":"66834819.00","balance":0},{"sum":1215,"successNum":1215,"sucessRate":null,"subsidiesLevel":"4000","money":4860000,"noTaxInclusiveSumSub":"277140667.00","balance":0},{"sum":437,"successNum":437,"sucessRate":null,"subsidiesLevel":"6000","money":2622000,"noTaxInclusiveSumSub":"153778326.00","balance":0}]}}
Thu Nov 20 09:45:47 UTC 2025 - {"code":"0000","msg":"操作成功","data":{"sum":2343,"successNum":2343,"sucessRate":"1.00","money":8643000,"total":"30000000.00","used":"8641000.00","balance":"21359000.00","successPay":"0","taxInclusiveSum":"582898716.00","noTaxInclusiveSum":"515839492.00","subSumList":[{"sum":221,"successNum":221,"sucessRate":null,"subsidiesLevel":"1000","money":221000,"noTaxInclusiveSumSub":"18085680.00","balance":0},{"sum":470,"successNum":470,"sucessRate":null,"subsidiesLevel":"2000","money":940000,"noTaxInclusiveSumSub":"66834819.00","balance":0},{"sum":1215,"successNum":1215,"sucessRate":null,"subsidiesLevel":"4000","money":4860000,"noTaxInclusiveSumSub":"277140667.00","balance":0},{"sum":437,"successNum":437,"sucessRate":null,"subsidiesLevel":"6000","money":2622000,"noTaxInclusiveSumSub":"153778326.00","balance":0}]}}
